"Geneid","Length","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000146950.12_2",8191,195,201,291,330
"ENSG00000215319.2_4",1231,56,41,24,35
"ENSG00000047644.18_3",7114,262,261,291,292
"ENSG00000073464.11_5",6789,208,250,320,279
"ENSG00000101871.14_3",9295,89,104,64,75
"ENSG00000234129.7_5",3080,9,9,10,8
"ENSG00000004961.14_2",2335,461,505,417,394
"ENSG00000047648.21_4",7885,0,1,6,1
"ENSG00000005302.18_4",9780,451,479,240,254
"ENSG00000101911.12_3",2758,674,701,443,426
"ENSG00000205542.10_2",1705,282,243,87,107
"ENSG00000197582.5_4",606,22,22,13,14
"ENSG00000176896.8_3",5231,9,17,22,18
"ENSG00000123595.7_3",2118,297,316,262,225
"ENSG00000196459.13_2",6107,140,185,132,122
"ENSG00000046651.14_4",5172,668,717,633,564
"ENSG00000046647.13_4",2424,103,123,86,80
"ENSG00000233247.3_5",547,4,4,1,5
"ENSG00000231066.3_4",844,5,7,0,1
"ENSG00000181544.14_3",3593,49,100,22,17
"ENSG00000130150.11_4",5656,378,419,256,309
"ENSG00000102048.15_2",2363,116,120,98,83
"ENSG00000165195.15_3",6321,377,444,178,125
"ENSG00000165197.4_5",2153,7,2,10,15
"ENSG00000087842.10_2",2512,232,257,109,89
"ENSG00000130234.10_3",3926,2,3,7,7
"ENSG00000147003.6_4",2009,18,19,40,37
"ENSG00000186312.10_4",2409,89,136,80,82
"ENSG00000169239.12_3",8520,93,105,85,66
"ENSG00000169249.12_2",2077,284,295,204,193
"ENSG00000182287.14_5",5371,465,425,208,204
"ENSG00000047230.14_2",5510,1033,1090,929,865
"ENSG00000169895.5_2",6418,1186,1170,744,717
"ENSG00000086712.12_3",4460,1658,1594,980,931
"ENSG00000102054.17_3",7392,1890,2357,1486,1339
"ENSG00000169891.17_2",11311,19,22,34,28
"ENSG00000214322.3_4",458,7,5,1,0
"ENSG00000188158.15_5",10394,11,8,13,6
"ENSG00000047634.14_3",5497,2410,2655,1778,1514
"ENSG00000102098.17_3",4203,231,301,181,184
"ENSG00000008086.11_3",17075,690,624,828,707
"ENSG00000044446.11_2",9029,1789,2645,2925,2529
"ENSG00000131828.13_3",4493,2061,2281,1749,1484
"ENSG00000180815.14_2",5573,232,256,223,175
"ENSG00000147010.17_3",5780,1500,1475,1410,1255
"ENSG00000173681.16_6",8630,439,402,298,283
"ENSG00000184368.15_2",4376,609,696,434,419
"ENSG00000264566.1",100,7,1,9,13
"ENSG00000173674.10_2",4427,1484,1522,382,366
"ENSG00000201592.1",80,7,7,1,2
"ENSG00000177189.13_3",9925,12717,15441,16237,14480
"ENSG00000091482.6_3",1377,30,20,24,27
"ENSG00000012174.11_3",8927,823,876,819,749
"ENSG00000230797.2_3",2741,22,14,6,6
"ENSG00000102172.15_3",2160,2193,2444,1430,1314
"ENSG00000102174.8_3",6384,1,3,6,6
"ENSG00000174028.6_2",681,17,16,40,23
"ENSG00000123131.12_2",1904,844,1033,1208,1060
"ENSG00000123130.16_5",5046,530,632,537,489
"ENSG00000233785.1_5",672,25,13,14,24
"ENSG00000130066.16_2",2498,6017,6316,4355,4004
"ENSG00000184831.13_4",2353,105,144,53,72
"ENSG00000174010.9_2",6272,136,178,135,102
"ENSG00000130741.10_2",3472,3978,4705,2093,2039
"ENSG00000005889.15_3",9037,693,845,1408,1271
"ENSG00000067992.13_5",4951,175,254,110,108
"ENSG00000260822.1_5",4951,154,163,134,116
"ENSG00000102230.13_3",5555,694,696,480,542
"ENSG00000101868.10_3",6336,885,1023,268,239
"ENSG00000232472.1_4",678,72,117,90,80
"ENSG00000228519.3_5",606,35,59,16,17
"ENSG00000236683.3_4",1062,6,10,3,3
"ENSG00000242021.2_6",887,6,3,4,5
"ENSG00000228933.7_6",2820,11,10,16,15
"ENSG00000238247.2_5",1545,7,7,2,3
"ENSG00000099399.5_3",1610,0,0,4,5
"ENSG00000232368.1_4",528,75,67,51,76
"ENSG00000198814.12_5",5359,1516,2269,2605,2087
"ENSG00000229331.1_5",397,5,5,6,11
"ENSG00000241886.1_6",562,25,40,78,57
"ENSG00000157625.15_3",12711,5955,5955,9009,9459
"ENSG00000198947.15_4",18910,1130,1092,1096,1010
"ENSG00000236285.1_4",837,11,12,4,3
"ENSG00000226781.1_4",327,15,12,10,10
"ENSG00000233921.2_4",391,20,55,64,30
"ENSG00000223723.1_2",1230,1,6,5,7
"ENSG00000130962.17_3",6180,370,398,372,388
"ENSG00000047597.6_4",5209,0,0,1,5
"ENSG00000165169.10_2",3186,484,398,409,388
"ENSG00000147041.11_4",4791,7,6,2,1
"ENSG00000101955.14_4",1987,10,10,8,11
"ENSG00000156313.13_4",8378,704,670,569,596
"ENSG00000036473.7_4",1728,5,3,18,17
"ENSG00000156298.12_3",3110,794,771,1586,1897
"ENSG00000165175.15_3",3790,761,886,935,1062
"ENSG00000228232.1_4",1005,95,150,84,81
"ENSG00000223486.1_2",2691,1,5,0,2
"ENSG00000183337.16_3",8544,1920,2228,1529,1359
"ENSG00000236393.1_5",3120,16,22,16,10
"ENSG00000182220.14_5",9560,969,1107,1061,943
"ENSG00000185753.12_2",6043,179,191,149,99
"ENSG00000180182.10_2",9656,1808,1726,1571,1572
"ENSG00000234636.2_4",900,2,1,8,9
"ENSG00000232801.1_4",891,5,4,4,1
"ENSG00000216866.5_4",883,35,37,26,47
"ENSG00000124486.12_4",13962,3634,3865,2772,2522
"ENSG00000215301.10_5",15892,8829,9875,5402,4716
"ENSG00000147044.21_6",19939,1039,1107,833,778
"ENSG00000217624.2_5",735,15,16,8,7
"ENSG00000228847.1_4",420,1,2,3,5
"ENSG00000224294.1_5",2228,44,27,25,38
"ENSG00000189221.9_2",5528,478,527,621,557
"ENSG00000069535.13_2",2891,1014,1233,824,688
"ENSG00000214019.2_5",1590,7,13,15,12
"ENSG00000215035.2_4",1057,2,3,4,8
"ENSG00000069509.5_2",1399,261,293,139,144
"ENSG00000233543.1_4",1541,1,5,0,2
"ENSG00000214016.3_4",878,1,1,2,6
"ENSG00000147050.14_3",7139,658,737,768,646
"ENSG00000270069.1_5",2770,75,52,58,70
"ENSG00000236751.1_4",626,35,46,45,49
"ENSG00000235587.2_4",1006,6,20,20,21
"ENSG00000147121.15_3",4120,230,205,265,204
"ENSG00000251192.7_3",6203,85,82,101,87
"ENSG00000230844.2_4",2078,72,93,109,86
"ENSG00000147119.3_2",2289,54,87,86,71
"ENSG00000065923.9_3",10033,568,540,446,399
"ENSG00000102218.5_2",3803,361,395,330,271
"ENSG00000204904.7_4",532,5,5,7,7
"ENSG00000102221.13_3",5133,622,744,412,394
"ENSG00000130988.12_2",2811,470,633,242,229
"ENSG00000206685.1",107,1,0,8,3
"ENSG00000147123.10_2",1418,242,317,313,288
"ENSG00000182872.15_4",3889,1567,1936,989,927
"ENSG00000130985.16_4",6437,5529,6068,4269,3987
"ENSG00000224975.1_3",945,14,19,22,13
"ENSG00000102225.15_5",6524,2356,2745,2367,2346
"ENSG00000102226.9_2",5269,1548,1717,1347,1267
"ENSG00000147124.12_3",4784,238,259,170,164
"ENSG00000196741.5_4",1253,50,55,32,46
"ENSG00000235636.1_4",882,35,31,24,18
"ENSG00000078061.12_2",3535,716,828,747,688
"ENSG00000008056.13_4",3822,5,9,2,2
"ENSG00000102265.11_2",1541,1366,1205,803,862
"ENSG00000126759.13_4",5617,2,2,3,7
"ENSG00000126767.17_2",3398,263,321,204,191
"ENSG00000126756.11_2",1243,293,375,321,313
"ENSG00000267064.1_5",1545,22,17,19,17
"ENSG00000188459.4_4",1494,11,6,3,6
"ENSG00000197779.13_2",8443,182,186,157,157
"ENSG00000147118.11_3",3587,313,314,235,238
"ENSG00000126752.7_2",1298,0,0,14,8
"ENSG00000017483.14_4",4014,1140,1253,772,756
"ENSG00000068438.14_3",2872,870,871,578,526
"ENSG00000224292.1_5",653,0,0,5,7
"ENSG00000102312.21_4",3011,202,205,143,180
"ENSG00000147155.10_4",2409,868,1122,1101,996
"ENSG00000068354.15_3",4223,253,291,300,310
"ENSG00000204620.3_5",549,10,6,5,5
"ENSG00000102317.17_2",3731,2221,2631,2092,1709
"ENSG00000279528.1_5",425,23,37,35,32
"ENSG00000101940.17_2",7884,489,623,603,558
"ENSG00000015285.10_2",2381,0,3,6,7
"ENSG00000101945.16_2",3368,212,301,87,93
"ENSG00000171433.11_3",1061,12,7,20,10
"ENSG00000233585.2_5",1327,6,13,0,3
"ENSG00000102145.13_2",1500,0,0,5,13
"ENSG00000094631.19_4",10602,1384,1776,2292,2039
"ENSG00000187682.2_3",1303,0,1,5,2
"ENSG00000102109.8_2",1354,163,241,526,617
"ENSG00000126768.12_2",2562,223,335,328,302
"ENSG00000102103.15_4",1903,861,927,765,748
"ENSG00000102100.15_4",3745,508,587,567,478
"ENSG00000102096.9_2",2761,547,550,421,426
"ENSG00000068308.13_4",3592,1708,1834,1391,1378
"ENSG00000102057.9_3",5807,27,23,14,17
"ENSG00000068400.13_3",6841,1283,1500,1296,1064
"ENSG00000068323.16_2",4283,853,986,1010,1024
"ENSG00000147144.12_4",5318,211,242,280,237
"ENSG00000243279.3_3",1735,14,13,16,19
"ENSG00000196998.17_5",5451,385,350,383,402
"ENSG00000068394.10_2",1742,488,586,305,235
"ENSG00000269313.5_2",4678,9,8,2,4
"ENSG00000102007.10_2",1279,48,39,56,71
"ENSG00000012211.12_3",3192,167,212,156,191
"ENSG00000102003.10_3",5215,68,88,264,289
"ENSG00000102001.12_4",6928,3,6,2,4
"ENSG00000230216.1_4",546,4,1,1,5
"ENSG00000101997.12_2",2516,130,175,103,115
"ENSG00000049769.12_4",4173,4,8,14,18
"ENSG00000270012.1_6",2715,54,73,85,87
"ENSG00000213856.3_4",850,8,8,15,10
"ENSG00000068985.4_2",665,0,1,7,4
"ENSG00000101951.16_2",1950,1,7,1,2
"ENSG00000234390.4_4",2175,42,63,32,39
"ENSG00000273820.1_3",2618,274,358,317,271
"ENSG00000171365.16_5",11438,1893,2071,2331,2248
"ENSG00000147082.17_2",5408,7,6,6,9
"ENSG00000274588.1_2",7406,2498,2558,741,700
"ENSG00000158352.15_2",10333,184,101,13,9
"ENSG00000179222.17_4",6016,6570,8154,7361,6600
"ENSG00000232951.1_4",636,15,17,12,11
"ENSG00000187243.16_4",4947,48,50,71,68
"ENSG00000154545.16_3",4809,32,57,70,62
"ENSG00000228354.1_5",751,6,4,0,0
"ENSG00000224781.1_4",1196,10,7,4,5
"ENSG00000179304.16_4",4456,37,70,53,42
"ENSG00000268350.7_4",6607,18,30,20,21
"ENSG00000184194.5_3",4608,31,31,13,14
"ENSG00000184205.14_2",4948,1283,1338,1044,980
"ENSG00000232593.7_4",9927,241,279,270,249
"ENSG00000126012.11_3",8727,1575,1935,1112,1020
"ENSG00000124313.14_5",13115,17,16,8,12
"ENSG00000072501.17_2",10484,4430,5068,2210,2027
"ENSG00000158423.16_2",2993,23,11,7,5
"ENSG00000072506.12_3",1115,397,423,281,256
"ENSG00000086758.15_4",17354,10491,11544,8361,8250
"ENSG00000172943.19_5",9015,1545,1839,1451,1315
"ENSG00000184083.11_3",8799,203,233,153,159
"ENSG00000196632.10_4",11472,36,34,95,106
"ENSG00000158526.7_2",1534,736,840,486,382
"ENSG00000102302.7_2",4275,139,141,183,191
"ENSG00000130119.15_2",2589,286,297,193,193
"ENSG00000102313.8_2",5497,6,0,0,0
"ENSG00000102316.16_2",2940,1273,1612,1692,1329
"ENSG00000067445.20_6",6716,787,823,732,661
"ENSG00000158571.10_2",2058,162,119,160,145
"ENSG00000169188.4_2",3245,755,721,385,402
"ENSG00000158578.20_4",2134,4,0,11,6
"ENSG00000182518.13_3",2499,135,134,107,106
"ENSG00000256045.2_2",1530,25,52,37,34
"ENSG00000187601.4_2",1462,71,67,93,81
"ENSG00000083750.12_4",2725,234,253,239,203
"ENSG00000188021.8_3",4230,697,668,553,514
"ENSG00000204272.12_3",1707,169,119,91,81
"ENSG00000237748.1_2",336,4,6,6,5
"ENSG00000204271.12_3",15841,343,353,413,419
"ENSG00000237708.1_5",772,0,6,1,2
"ENSG00000186787.8_4",1477,43,47,36,37
"ENSG00000226310.1_5",665,14,4,7,6
"ENSG00000165591.6_2",2019,30,49,40,24
"ENSG00000231831.1_4",2764,3,8,1,2
"ENSG00000198455.4_2",5894,676,578,383,396
"ENSG00000198205.6_2",4113,6,3,1,2
"ENSG00000236852.1_5",1077,13,17,1,5
"ENSG00000230823.3_4",427,2,7,0,3
"ENSG00000235437.7_5",6379,1131,1051,1062,1117
"ENSG00000186767.6_3",4117,210,205,113,98
"ENSG00000131089.15_4",13771,29,41,172,144
"ENSG00000232794.1_4",754,5,14,5,6
"ENSG00000184675.10_4",8443,644,725,722,668
"ENSG00000126970.15_2",5173,344,311,231,207
"ENSG00000102053.12_3",7829,189,170,162,160
"ENSG00000228158.2_4",589,12,10,13,15
"ENSG00000001497.16_2",5589,880,931,542,455
"ENSG00000147065.16_3",5971,62,57,59,89
"ENSG00000217835.3_5",908,6,10,2,6
"ENSG00000237311.1_5",857,0,0,0,12
"ENSG00000274536.6_6",1815,0,0,7,5
"ENSG00000089472.16_3",7113,1,0,12,8
"ENSG00000131080.14_3",3579,1067,849,872,924
"ENSG00000260118.1_5",1432,0,1,4,8
"ENSG00000079482.12_3",8224,152,182,213,193
"ENSG00000228328.2_5",1248,9,17,10,9
"ENSG00000181704.11_2",8850,1617,1447,1941,2010
"ENSG00000130052.13_4",5558,3,5,12,16
"ENSG00000213740.2_4",1160,64,68,26,35
"ENSG00000090776.5_2",3314,225,212,160,144
"ENSG00000181191.11_3",3117,360,394,223,175
"ENSG00000130054.4_2",4013,537,513,376,445
"ENSG00000158813.17_1",6999,765,727,549,557
"ENSG00000089289.15_2",1862,740,884,725,687
"ENSG00000186912.6_2",1595,41,33,10,15
"ENSG00000120509.10_2",1393,428,430,278,306
"ENSG00000090889.11_2",4533,1090,1419,256,247
"ENSG00000130055.13_2",2638,1,5,1,2
"ENSG00000082458.11_3",7844,842,826,239,224
"ENSG00000120498.13_3",3371,0,1,2,6
"ENSG00000230629.2_4",330,60,55,54,70
"ENSG00000227536.1_4",1566,6,16,11,11
"ENSG00000147164.11_3",2595,651,766,563,515
"ENSG00000184481.16_2",3447,350,346,270,252
"ENSG00000147168.12_4",2760,7,5,4,3
"ENSG00000184634.15_3",7425,1511,1582,1494,1428
"ENSG00000196338.12_5",4006,8,16,24,22
"ENSG00000169562.10_3",2479,1212,1349,1687,1825
"ENSG00000147130.14_3",6916,2498,2806,2051,1905
"ENSG00000147140.15_4",5292,12350,13276,8122,8010
"ENSG00000147166.10_2",2201,16,19,4,4
"ENSG00000147133.15_2",10860,1479,1679,1247,1158
"ENSG00000213018.2_5",432,5,3,1,5
"ENSG00000147162.13_2",9812,6143,7093,8051,7328
"ENSG00000147174.11_2",3621,31,26,21,18
"ENSG00000242732.4_5",4779,5,4,2,1
"ENSG00000102309.12_4",4011,626,633,456,394
"ENSG00000186871.6_4",4364,280,385,53,41
"ENSG00000198034.10_2",2982,17785,20540,20422,19485
"ENSG00000147099.20_3",22986,318,345,254,238
"ENSG00000067177.14_3",6350,430,460,390,390
"ENSG00000186462.8_3",2550,12,12,8,11
"ENSG00000230146.1_4",1176,5,4,1,4
"ENSG00000229807.11_4",25264,6,3,59,53
"ENSG00000225470.7_3",13557,524,553,531,510
"ENSG00000230590.9_4",28487,966,1124,1694,1767
"ENSG00000228906.1_6",451,13,16,13,31
"ENSG00000280375.1_6",592,5,3,0,1
"ENSG00000231549.1_3",177,4,3,3,5
"ENSG00000271533.1_6",3685,131,111,188,165
"ENSG00000202566.2",85,10,17,10,13
"ENSG00000147100.10_3",4324,79,45,18,15
"ENSG00000230673.3_4",459,100,124,89,108
"ENSG00000131263.12_2",8379,1260,1265,981,993
"ENSG00000131269.16_4",4671,394,499,297,278
"ENSG00000094841.13_3",2825,235,274,144,123
"ENSG00000102383.13_3",6820,2,2,5,4
"ENSG00000233254.1_4",483,12,15,4,2
"ENSG00000215105.4_4",6081,163,175,149,141
"ENSG00000102390.10_3",1201,577,713,373,337
"ENSG00000198934.4_3",3630,79,96,65,73
"ENSG00000280870.2_2",1826,3,1,7,5
"ENSG00000085224.22_5",19265,3594,3885,2051,1772
"ENSG00000102158.19_3",4862,1668,1608,382,380
"ENSG00000131174.5_3",3024,943,1048,699,615
"ENSG00000165240.19_4",10920,365,382,226,264
"ENSG00000102144.14_3",5512,5467,8010,4469,3683
"ENSG00000226784.2_3",765,6,8,1,0
"ENSG00000187325.4_2",2791,894,822,293,294
"ENSG00000228612.2_4",2737,12,13,4,6
"ENSG00000165288.10_2",12694,1571,1684,1683,1585
"ENSG00000073905.8_4",848,9,22,12,12
"ENSG00000284618.1_3",4068,10,16,5,8
"ENSG00000198157.10_5",2416,59,53,43,34
"ENSG00000131171.12_3",2304,546,404,495,469
"ENSG00000165259.13_3",7258,27,13,20,13
"ENSG00000155008.13_3",6548,794,697,831,834
"ENSG00000147180.16_3",5004,462,474,713,666
"ENSG00000188419.13_2",8644,999,1064,310,362
"ENSG00000225536.2_4",1624,13,28,15,9
"ENSG00000215093.3_4",1096,9,10,14,14
"ENSG00000102271.13_4",5818,22,18,8,8
"ENSG00000237506.3_4",861,28,31,32,38
"ENSG00000230956.2_5",833,6,1,1,1
"ENSG00000234702.1_4",851,89,82,72,74
"ENSG00000229132.2_4",1216,93,136,52,45
"ENSG00000215089.3_4",1283,7,7,5,2
"ENSG00000225912.1_5",436,2,9,7,6
"ENSG00000234130.2_5",2796,6,4,2,4
"ENSG00000234322.1_4",1027,18,35,33,35
"ENSG00000186310.9_3",2639,10,6,2,4
"ENSG00000147202.17_3",9550,542,541,344,345
"ENSG00000236256.9_5",2309,3,5,2,0
"ENSG00000230592.2_4",889,4,3,5,6
"ENSG00000165194.15_5",9756,10,15,8,3
"ENSG00000000003.14_2",4535,1096,1155,1211,1131
"ENSG00000102359.6_2",7548,117,107,99,95
"ENSG00000102362.15_2",7428,86,61,13,27
"ENSG00000101811.13_3",2187,437,486,200,182
"ENSG00000179031.8_5",778,6,5,2,2
"ENSG00000188917.14_3",4055,165,221,174,146
"ENSG00000126950.7_5",2571,3,6,1,3
"ENSG00000102384.13_2",4321,250,286,102,69
"ENSG00000102385.12_2",8187,16,16,5,2
"ENSG00000126953.6_3",3538,242,332,240,215
"ENSG00000241343.9_4",3964,131,176,117,116
"ENSG00000102393.10_3",2275,405,386,176,152
"ENSG00000126945.8_3",2223,2184,2339,1645,1420
"ENSG00000237682.2_5",1792,5,3,3,3
"ENSG00000204072.3_5",1162,4,2,4,5
"ENSG00000198960.10_3",2489,174,179,176,193
"ENSG00000102401.19_4",4239,871,947,1082,941
"ENSG00000261101.2_5",656,15,12,4,16
"ENSG00000178146.9_5",1570,20,28,20,27
"ENSG00000166432.14_2",7514,3,2,3,5
"ENSG00000125962.14_5",4911,370,357,214,204
"ENSG00000271147.7_5",2711,108,93,94,88
"ENSG00000198932.12_4",6340,80,61,57,57
"ENSG00000158301.18_3",3975,25,46,49,48
"ENSG00000198908.11_3",5518,56,62,65,49
"ENSG00000223546.6_5",4077,82,83,47,46
"ENSG00000239407.5_6",1133,41,50,35,26
"ENSG00000133169.5_2",864,585,695,1223,1041
"ENSG00000147206.16_2",3526,2,2,1,5
"ENSG00000102409.9_2",1328,2,1,20,17
"ENSG00000180964.16_2",1222,584,666,896,921
"ENSG00000133134.11_3",1176,12,7,8,11
"ENSG00000185222.9_1",1974,882,914,696,605
"ENSG00000166681.13_4",1080,959,1001,876,818
"ENSG00000281091.2_5",462,6,10,2,0
"ENSG00000234405.1_5",632,4,8,3,3
"ENSG00000133142.17_3",2518,1899,1967,1452,1327
"ENSG00000279894.1_5",2297,1,0,4,8
"ENSG00000196507.10_3",2305,3,5,4,7
"ENSG00000172465.13_3",1602,228,220,157,107
"ENSG00000123562.16_4",2648,6598,6823,5222,4929
"ENSG00000231154.1_5",2086,30,39,35,34
"ENSG00000123560.13_4",6077,444,306,47,58
"ENSG00000123570.3_3",3748,6,6,16,6
"ENSG00000260831.1",4484,3,5,0,0
"ENSG00000269743.2_2",6844,94,92,73,48
"ENSG00000166707.10_2",3389,15,27,18,14
"ENSG00000123575.8_2",7457,986,1074,669,596
"ENSG00000181819.14_2",1013,10,6,1,4
"ENSG00000123561.14_2",2744,3683,4658,5451,4983
"ENSG00000157502.13_3",4343,6,2,2,1
"ENSG00000147231.13_3",4853,105,92,80,58
"ENSG00000133135.13_4",3432,2036,2221,2380,2139
"ENSG00000133138.19_4",9503,618,711,612,547
"ENSG00000133131.14_4",6055,957,965,1066,1003
"ENSG00000165376.10_3",3410,57,63,95,98
"ENSG00000089682.16_4",6101,796,874,494,442
"ENSG00000198088.10_5",1867,53,77,22,27
"ENSG00000213569.4_5",611,16,13,7,9
"ENSG00000215007.3_4",1194,16,8,7,8
"ENSG00000147224.11_3",2623,882,947,538,511
"ENSG00000157514.16_5",4766,22,11,12,18
"ENSG00000101843.18_2",2459,554,574,428,402
"ENSG00000101844.17_3",2927,190,158,180,150
"ENSG00000197565.15_4",9282,544,700,743,671
"ENSG00000188153.13_5",11865,1331,1430,3397,2793
"ENSG00000226958.1",432,1,3,7,12
"ENSG00000101888.11_2",3064,301,275,217,205
"ENSG00000176076.7_3",1473,1,10,7,5
"ENSG00000068366.19_4",6415,16974,19612,9012,8242
"ENSG00000157600.11_3",6583,446,444,473,491
"ENSG00000101935.9_3",6516,329,320,130,132
"ENSG00000243978.8_6",5529,5,4,4,3
"ENSG00000225031.1_4",1813,83,129,76,70
"ENSG00000101901.11_4",8188,814,802,599,589
"ENSG00000126016.15_3",8502,64,66,52,39
"ENSG00000271826.5_5",2075,9,9,12,14
"ENSG00000102024.17_3",4099,2830,3178,2452,2165
"ENSG00000228532.4_5",288,31,35,29,26
"ENSG00000234558.1_4",1510,16,9,8,13
"ENSG00000268104.2_2",4518,2029,2465,373,276
"ENSG00000003096.14_4",6983,11,12,22,13
"ENSG00000131725.13_4",4202,452,444,347,396
"ENSG00000147251.15_4",6721,24,15,13,19
"ENSG00000131724.10_4",4372,5271,5354,4190,3744
"ENSG00000250995.1_5",1062,13,10,12,17
"ENSG00000174460.3_2",2231,17,10,2,1
"ENSG00000203650.8_4",3861,4,13,21,11
"ENSG00000175556.16_2",4041,282,317,290,230
"ENSG00000101856.9_2",1919,1466,1711,1533,1325
"ENSG00000230392.1_5",2907,2,7,1,0
"ENSG00000077713.18_3",3115,395,419,388,405
"ENSG00000224281.4_4",3065,16,16,14,22
"ENSG00000005022.5_2",1500,2769,3074,2691,2574
"ENSG00000018610.14_3",2580,345,389,209,192
"ENSG00000077721.15_2",5276,1038,968,641,631
"ENSG00000186416.14_4",4552,431,420,271,240
"ENSG00000125354.22_4",6245,1938,2126,1517,1518
"ENSG00000187808.4_2",1552,2,19,20,8
"ENSG00000198918.7_2",2141,883,1030,1422,1427
"ENSG00000125351.11_4",3081,657,687,352,357
"ENSG00000125352.5_2",1353,236,311,173,150
"ENSG00000125356.6_2",766,866,1147,659,562
"ENSG00000186471.12_3",1170,7,6,10,15
"ENSG00000101882.9_3",7894,313,379,228,201
"ENSG00000258545.5_4",2495,7,7,19,24
"ENSG00000233382.6_2",3222,32,32,15,25
"ENSG00000237757.2_2",1315,2,7,2,3
"ENSG00000177485.6_3",5313,1419,1442,1487,1469
"ENSG00000125355.15_4",3858,52,39,73,90
"ENSG00000005893.15_3",5526,2906,3157,4181,3647
"ENSG00000158290.16_3",7031,2009,2313,1706,1501
"ENSG00000232119.7_3",2837,313,359,282,246
"ENSG00000171155.7_2",1785,792,728,676,661
"ENSG00000237828.1_2",1197,14,16,5,6
"ENSG00000182890.4_3",2493,75,104,118,132
"ENSG00000234176.1_4",1833,131,231,126,119
"ENSG00000179101.5_5",400,5,2,2,1
"ENSG00000125676.19_2",10277,4188,4614,2182,1960
"ENSG00000101966.12_3",9025,1159,1248,650,582
"ENSG00000101972.18_3",8187,1807,2228,1227,1106
"ENSG00000009694.13_5",12896,7,5,11,6
"ENSG00000232177.1_4",397,308,280,284,347
"ENSG00000102038.15_4",4363,11592,12660,10286,9306
"ENSG00000122126.16_5",6064,1196,1382,1355,1144
"ENSG00000171388.11_2",3205,10,9,4,0
"ENSG00000122121.10_2",3500,29,47,144,172
"ENSG00000188706.12_2",5243,1921,2251,2961,2975
"ENSG00000156697.12_3",4087,937,904,483,420
"ENSG00000085185.15_5",7996,585,672,692,734
"ENSG00000102034.16_2",4316,346,385,286,280
"ENSG00000156709.13_3",3306,1652,1901,1395,1334
"ENSG00000056277.15_2",4634,323,288,220,205
"ENSG00000102078.15_3",3009,160,163,174,131
"ENSG00000147262.3_2",1008,16,23,16,18
"ENSG00000134597.15_3",2491,422,529,329,290
"ENSG00000221930.6_5",1624,3,7,2,9
"ENSG00000165675.16_3",4279,212,272,132,122
"ENSG00000147255.18_4",7051,1688,2557,10836,10412
"ENSG00000213468.6_5",9262,396,399,363,375
"ENSG00000134602.15_2",3354,1598,1547,593,597
"ENSG00000123728.9_2",4118,939,918,981,935
"ENSG00000232160.6_5",3536,5,4,2,8
"ENSG00000076770.14_4",12199,19566,17808,7474,6896
"ENSG00000171004.18_4",5002,19,13,109,80
"ENSG00000076716.8_2",4960,28,16,15,11
"ENSG00000147257.13_3",2711,23422,29274,64237,59877
"ENSG00000227008.2_5",416,20,50,51,54
"ENSG00000214961.2_5",1372,3,3,7,4
"ENSG00000156531.16_3",8016,906,958,339,339
"ENSG00000165704.14_2",1624,710,887,418,407
"ENSG00000226107.1_5",289,6,3,5,5
"ENSG00000170965.9_2",1916,8,13,8,9
"ENSG00000156504.16_2",4404,685,716,357,345
"ENSG00000156500.15_4",7959,60,53,34,43
"ENSG00000101928.12_2",2675,377,369,346,359
"ENSG00000134590.13_5",1181,715,747,774,827
"ENSG00000196972.8_3",2737,6,4,27,15
"ENSG00000186376.14_2",6819,252,247,286,252
"ENSG00000173275.12_2",5330,330,309,226,254
"ENSG00000181433.9_3",2953,0,0,0,7
"ENSG00000169446.5_2",3738,904,880,483,546
"ENSG00000198689.11_4",7465,354,377,193,176
"ENSG00000102241.11_2",3136,1943,2142,960,799
